Seq,Row,Symbol,Order,IC,Entropy,Function
42Swap,21,I,4,6.08335453498181,2.80400212501651,same
42Swap,22,I,3,4.71066675348751,4.60822888986334,same
42Swap,23,I,3,4.01307327243658,5.34272396968402,same
42Swap,24,IV,4,4.63543029677382,5.08969564264125,same
42Swap,25,IV,4,3.91616524136675,5.18338141487697,same
43Orig,120,I,6,3.14205222902946,5.07933178782992,diff
43Orig,121,I,7,0.820623650778536,3.1504426831801,diff
43Orig,122,I,8,2.5143668084548,4.51068782222334,diff
43Orig,123,IV,8,5.33892564966969,1.94566097594607,diff
43Orig,124,V,8,2.94027660600592,4.64989077611418,diff
43Orig,125,I,9,1.74245402927496,3.53011917750617,diff
43Orig,126,I,9,1.29985060838064,3.71634540682553,diff
43Orig,127,IV,10,2.89822062655557,4.21710613621231,diff
43Orig,128,V,10,1.01191985426022,3.39305813834161,diff
43Orig,129,I,9,0.607985347199745,2.55187421189322,diff
43Orig,130,I,10,1.79057306688048,4.31263250839148,diff
43Swap,120,I,6,3.14205222902946,5.07933178782992,diff
43Swap,121,I,7,0.820623650778536,3.1504426831801,diff
43Swap,122,I,8,2.5143668084548,4.51068782222334,diff
43Swap,123,IV,8,5.33892564966969,1.94566097594607,diff
43Swap,124,V,8,2.94027660600592,4.64989077611418,diff
43Swap,125,V,9,1.78782116303024,3.53011917750617,diff
43Swap,126,I,7,2.11227005894381,3.66667060365667,diff
43Swap,127,IV,7,2.05510641545388,4.27444675325343,diff
43Swap,128,V,8,2.31994161293546,4.08737781132348,diff
43Swap,129,I,8,2.79642964554278,3.52791644133469,diff
43Swap,130,I,8,3.07094131858017,4.42897208388949,diff
44Orig,6,I,5,1.72463750913904,4.28934133135754,diff
44Orig,7,IV,6,4.23471723016932,4.58060579609424,diff
44Orig,8,V,6,2.41573298697509,4.05409404164287,diff
44Orig,9,I,7,0.772634306028891,2.85315835557825,diff
44Orig,10,I,8,2.71490829852202,4.60067977282978,diff
44Orig,11,IV,9,2.88518827350216,3.94376227493493,diff
44Orig,12,V,8,2.38879720003803,4.62259770683039,diff
44Orig,13,I,9,1.15043380306387,3.52231580343947,diff
44Orig,14,I,10,1.42239191343845,4.05659361301731,diff
44Orig,15,IV,10,1.26621245605258,3.58345348959638,diff
44Orig,16,V,10,0.208949431585347,1.19880880542682,diff
44Swap,6,I,5,1.72463750913904,4.28934133135754,diff
44Swap,7,IV,6,4.23471723016932,4.58060579609424,diff
44Swap,8,V,6,2.41573298697509,4.05409404164287,diff
44Swap,9,I,7,0.772634306028891,2.85315835557825,diff
44Swap,10,I,8,2.71490829852202,4.60067977282978,diff
44Swap,11,V,9,2.93133945451814,3.94376227493493,diff
44Swap,12,V,8,3.44615544639014,4.27619727851583,diff
44Swap,13,I,7,3.65356221402852,4.57467150396047,diff
44Swap,14,I,6,1.34836131471134,3.93529307859824,diff
44Swap,15,IV,7,3.48804798161834,4.8789837486225,diff
44Swap,16,V,8,3.58051974371155,4.34724293806431,diff
45Orig,27,I,5,3.08625596939938,4.92169984718923,diff
45Orig,28,-VII,6,4.16775816244847,4.86918947507926,diff
45Orig,29,I,5,3.8508499777151,2.72195047793656,diff
45Orig,30,I,5,3.65418147814141,4.58952253169444,diff
45Orig,31,-VII,5,4.10996808243977,4.22297537063756,diff
45Orig,32,I,5,2.06103542690613,3.69149387771064,diff
45Orig,33,I,6,2.52680160131132,4.47367856924706,diff
45Orig,34,-VII,7,2.87478992934554,4.86208303531456,diff
45Orig,35,I,8,1.55879224787793,3.37347004239723,diff
45Orig,36,I,9,2.71512599607025,4.59623135899886,diff
45Orig,37,-VII,10,0.652249427985885,2.68671256832876,diff
45Swap,27,I,5,3.08625596939938,4.92169984718923,diff
45Swap,28,-VII,6,4.16775816244847,4.86918947507926,diff
45Swap,29,I,5,3.8508499777151,2.72195047793656,diff
45Swap,30,I,5,3.65418147814141,4.58952253169444,diff
45Swap,31,-VII,5,4.10996808243977,4.22297537063756,diff
45Swap,32,IV,5,2.01444508704716,3.69149387771064,diff
45Swap,33,I,6,1.82253518314805,4.31259733187743,diff
45Swap,34,-VII,7,3.41498651023056,4.18956403479189,diff
45Swap,35,I,7,2.84854358089572,2.84585893887897,diff
45Swap,36,I,6,3.79341898085879,4.11985476524153,diff
45Swap,37,-VII,5,2.99414104292583,4.72031273563441,diff
46Orig,65,-VII,10,0.318244266439287,1.50704914391466,diff
46Orig,66,-VII,10,5.68317775303919,1.77054015247611,diff
46Orig,67,I,5,2.60996299036664,4.14639142489979,diff
46Orig,68,I,5,3.5108015020761,4.88826082361328,diff
46Orig,69,-VII,5,3.71074896989951,5.14462073167098,diff
46Orig,70,-VII,6,1.89408259070199,3.64225938351702,diff
46Orig,71,I,6,0.465994563064193,2.21037844344365,diff
46Orig,72,I,8,2.36549786867994,4.43677307857486,diff
46Orig,73,-VII,9,2.52916353050109,4.823393149351,diff
46Orig,74,-VII,8,0.718960601564405,2.47091421567304,diff
46Orig,75,I,6,0.465994563064193,2.21037844344365,diff
46Swap,65,-VII,10,0.318244266439287,1.50704914391466,diff
46Swap,66,-VII,10,5.68317775303919,1.77054015247611,diff
46Swap,67,I,5,2.60996299036664,4.14639142489979,diff
46Swap,68,I,5,3.5108015020761,4.88826082361328,diff
46Swap,69,-VII,5,3.71074896989951,5.14462073167098,diff
46Swap,70,IV,6,1.84426296727285,3.64225938351702,diff
46Swap,71,I,7,2.80783610144684,3.95742194495102,diff
46Swap,72,I,7,1.74373062873793,4.28567201258692,diff
46Swap,73,-VII,8,1.57895477138947,4.04046192095745,diff
46Swap,74,-VII,9,3.48688942487756,2.8387271499143,diff
46Swap,75,I,7,2.85373334047104,4.18371496590223,diff
47Orig,17,I,10,4.08799105407005,3.27179978942367,diff
47Orig,18,I,10,2.3623011109746,4.15345140365586,diff
47Orig,19,vi,7,5.11974089600074,2.9129313887463,diff
47Orig,20,IV,6,3.82523099660134,4.656631823006,diff
47Orig,21,V,6,2.7675420836866,4.00207643666215,diff
47Orig,22,I,6,1.76149500027149,3.57806034943073,diff
47Orig,23,vi,7,1.92810637915512,4.42148835002554,diff
47Orig,24,IV,8,1.40929734914812,3.79584899771649,diff
47Orig,25,V,9,1.09214836537359,3.39303729456807,diff
47Orig,26,I,10,2.59132038620267,3.50173855616373,diff
47Orig,27,vi,10,1.37421415134994,3.82617459055433,diff
47Swap,17,I,10,4.08799105407005,3.27179978942367,diff
47Swap,18,I,10,2.3623011109746,4.15345140365586,diff
47Swap,19,vi,7,5.11974089600074,2.9129313887463,diff
47Swap,20,IV,6,3.82523099660134,4.656631823006,diff
47Swap,21,V,6,2.7675420836866,4.00207643666215,diff
47Swap,22,V,6,1.81187058987377,3.57806034943073,diff
47Swap,23,vi,7,5.72491417560798,4.27141573042698,diff
47Swap,24,IV,4,3.5635305118823,5.00004383282006,diff
47Swap,25,V,5,3.52928451518811,4.53493830623678,diff
47Swap,26,I,5,2.62777780052601,4.70244741176852,diff
47Swap,27,vi,6,2.56180647323338,4.85326759621812,diff
48Orig,35,I,10,4.08799105407005,3.27179978942367,diff
48Orig,36,I,10,2.3623011109746,4.15345140365586,diff
48Orig,37,vi,7,5.11974089600074,2.9129313887463,diff
48Orig,38,IV,6,3.82523099660134,4.656631823006,diff
48Orig,39,V,6,2.7675420836866,4.00207643666215,diff
48Orig,40,I,6,1.76149500027149,3.57806034943073,diff
48Orig,41,vi,7,1.92810637915512,4.42148835002554,diff
48Orig,42,IV,8,1.40929734914812,3.79584899771649,diff
48Orig,43,V,9,1.09214836537359,3.39303729456807,diff
48Orig,44,I,10,2.59132038620267,3.50173855616373,diff
48Orig,45,I,10,3.56727194792027,3.82617459055433,diff
48Swap,35,I,10,4.08799105407005,3.27179978942367,diff
48Swap,36,I,10,2.3623011109746,4.15345140365586,diff
48Swap,37,vi,7,5.11974089600074,2.9129313887463,diff
48Swap,38,IV,6,3.82523099660134,4.656631823006,diff
48Swap,39,V,6,2.7675420836866,4.00207643666215,diff
48Swap,40,V,6,1.81187058987377,3.57806034943073,diff
48Swap,41,vi,7,5.72491417560798,4.27141573042698,diff
48Swap,42,IV,4,3.5635305118823,5.00004383282006,diff
48Swap,43,V,5,3.52928451518811,4.53493830623678,diff
48Swap,44,I,5,2.62777780052601,4.70244741176852,diff
48Swap,45,I,6,3.65532486159759,4.85326759621812,diff
49Orig,77,I,10,3.56727194792027,3.82617459055433,diff
49Orig,78,I,10,2.3623011109746,4.15345140365586,diff
49Orig,79,vi,7,5.11974089600074,2.9129313887463,diff
49Orig,80,IV,6,3.82523099660134,4.656631823006,diff
49Orig,81,V,6,2.7675420836866,4.00207643666215,diff
49Orig,82,I,6,1.76149500027149,3.57806034943073,diff
49Orig,83,vi,7,1.92810637915512,4.42148835002554,diff
49Orig,84,IV,8,1.40929734914812,3.79584899771649,diff
49Orig,85,V,9,1.09214836537359,3.39303729456807,diff
49Orig,86,r,10,3.89678658550503,3.50173855616373,diff
49Orig,87,r,4,0.517005367529853,1.98373515388723,diff
49Swap,77,I,10,3.56727194792027,3.82617459055433,diff
49Swap,78,I,10,2.3623011109746,4.15345140365586,diff
49Swap,79,vi,7,5.11974089600074,2.9129313887463,diff
49Swap,80,IV,6,3.82523099660134,4.656631823006,diff
49Swap,81,V,6,2.7675420836866,4.00207643666215,diff
49Swap,82,V,6,1.81187058987377,3.57806034943073,diff
49Swap,83,vi,7,5.72491417560798,4.27141573042698,diff
49Swap,84,IV,4,3.5635305118823,5.00004383282006,diff
49Swap,85,V,5,3.52928451518811,4.53493830623678,diff
49Swap,86,r,5,3.27313408941935,4.70244741176852,diff
49Swap,87,r,4,0.517005367529853,1.98373515388723,diff
50Orig,130,IV,8,3.89081099243116,4.91101048908127,diff
50Orig,131,I,8,1.21606036003063,3.2365869767658,diff
50Orig,132,IV,8,0.399574849327428,1.94520472839848,diff
50Orig,133,V,10,3.11059664045709,3.78041705002713,diff
50Orig,134,V,7,3.20148808557407,4.31876393039535,diff
50Orig,135,IV,7,2.17238907444624,3.85373542037926,diff
50Orig,136,I,8,1.66203744740221,3.76972877609001,diff
50Orig,137,iii,9,5.76925761291979,4.81460615708655,diff
50Orig,138,vi,4,3.26773217279311,4.30733669588851,diff
50Orig,139,IV,4,3.46302265902014,4.95378197238388,diff
50Orig,140,I,5,3.81244368037665,4.31669582342989,diff
50Swap,130,IV,8,3.89081099243116,4.91101048908127,diff
50Swap,131,I,8,1.21606036003063,3.2365869767658,diff
50Swap,132,IV,8,0.399574849327428,1.94520472839848,diff
50Swap,133,V,10,3.11059664045709,3.78041705002713,diff
50Swap,134,V,7,3.20148808557407,4.31876393039535,diff
50Swap,135,V,7,2.12079620171517,3.85373542037926,diff
50Swap,136,I,8,1.73774060523645,3.93675865927901,diff
50Swap,137,iii,8,5.93917949121956,4.19230233750508,diff
50Swap,138,vi,5,2.95219241285586,3.94407303801701,diff
50Swap,139,IV,5,3.65989913459122,4.8096766790237,diff
50Swap,140,I,5,3.71824035724453,4.51302355703742,diff
51Orig,90,IV,5,4.28505762812099,5.27009595626017,diff
51Orig,91,I,6,3.47913883546725,5.0641322709468,diff
51Orig,92,I,7,2.86354424121439,4.70503148761422,diff
51Orig,93,I,8,2.09468056810141,4.42514407259327,diff
51Orig,94,-VII,9,5.19843799905839,4.42229979586047,diff
51Orig,95,I,6,2.75030769036094,3.78831769549094,diff
51Orig,96,I,6,1.25326170237685,3.74108773195104,diff
51Orig,97,I,7,2.95703179732162,3.84959697260845,diff
51Orig,98,-VII,7,2.39721999976573,4.27204045445801,diff
51Orig,99,I,6,0.268644917845325,1.39580748568062,diff
51Orig,100,I,9,1.04212055038796,3.25501469972248,diff
51Swap,90,IV,5,4.28505762812099,5.27009595626017,diff
51Swap,91,I,6,3.47913883546725,5.0641322709468,diff
51Swap,92,I,7,2.86354424121439,4.70503148761422,diff
51Swap,93,I,8,2.09468056810141,4.42514407259327,diff
51Swap,94,-VII,9,5.19843799905839,4.42229979586047,diff
51Swap,95,IV,6,2.80328495382026,3.78831769549094,diff
51Swap,96,I,6,1.79950550737075,4.21183614912391,diff
51Swap,97,I,7,2.6513130713119,4.74243785327866,diff
51Swap,98,-VII,8,2.30580095955471,4.14072489168282,diff
51Swap,99,I,9,2.58103395446692,2.86988420179745,diff
51Swap,100,I,9,1.56266267356491,4.00075987855574,diff
52Orig,26,I,5,3.9524526680735,5.18984893677947,diff
52Orig,27,I,5,2.71753956537591,5.02571478565688,diff
52Orig,28,IV,6,4.05583775651883,5.02704448177597,diff
52Orig,29,IV,6,2.21293965557272,4.3815077649459,diff
52Orig,30,ii,7,4.47693887762348,4.74995857895692,diff
52Orig,31,ii,7,1.93120689342286,3.7776478361962,diff
52Orig,32,V,8,2.50019599831803,4.37231041128477,diff
52Orig,33,V,8,1.08164564412957,3.23835308722888,diff
52Orig,34,I,8,0.980317079473451,3.1554889794485,diff
52Orig,35,I,10,2.31855353283279,3.95819212796793,diff
52Orig,36,IV,8,2.01348386260816,4.47548767745117,diff
52Swap,26,I,5,3.9524526680735,5.18984893677947,diff
52Swap,27,I,5,2.71753956537591,5.02571478565688,diff
52Swap,28,IV,6,4.05583775651883,5.02704448177597,diff
52Swap,29,IV,6,2.21293965557272,4.3815077649459,diff
52Swap,30,ii,7,4.47693887762348,4.74995857895692,diff
52Swap,31,V,7,1.87338886298165,3.7776478361962,diff
52Swap,32,V,8,5.05142760124169,3.34402881295122,diff
52Swap,33,V,4,3.82794782096488,4.4357228716989,diff
52Swap,34,I,4,3.2584706029485,4.94909766220634,diff
52Swap,35,I,5,3.22414857152876,5.07988688423353,diff
52Swap,36,IV,6,3.78477679877234,5.07378270849588,diff
53Orig,47,IV,5,4.57038062922101,4.71141930149263,diff
53Orig,48,IV,4,2.54934905497204,4.50514328508838,diff
53Orig,49,I,5,2.37914970129407,4.53414125466817,diff
53Orig,50,I,6,1.98416084073618,4.32110415780586,diff
53Orig,51,IV,7,2.96103943633849,4.73018499026183,diff
53Orig,52,IV,8,1.91704028621611,3.90334575598075,diff
53Orig,53,V,9,2.55014587211432,4.46899693622345,diff
53Orig,54,V,8,0.634304108108826,2.5254184950148,diff
53Orig,55,r,10,2.9761762355353,3.96155630410268,diff
53Orig,56,I,7,2.34519038425719,2.94697853693368,diff
53Orig,57,IV,4,2.7107949975518,4.12373091791878,diff
53Swap,47,IV,5,4.57038062922101,4.71141930149263,diff
53Swap,48,IV,4,2.54934905497204,4.50514328508838,diff
53Swap,49,I,5,2.37914970129407,4.53414125466817,diff
53Swap,50,I,6,1.98416084073618,4.32110415780586,diff
53Swap,51,IV,7,2.96103943633849,4.73018499026183,diff
53Swap,52,I,8,1.97542478337412,3.90334575598075,diff
53Swap,53,V,9,2.44562204365206,4.5332485962733,diff
53Swap,54,V,7,0.978512872698795,3.21250595813818,diff
53Swap,55,r,10,3.52200315990911,4.47600244988079,diff
53Swap,56,I,4,1.83890421614093,3.11505496969659,diff
53Swap,57,IV,5,2.95034367206531,3.73284839170753,diff
54Orig,98,IV,5,4.57038062922101,4.71141930149263,diff
54Orig,99,IV,4,2.54934905497204,4.50514328508838,diff
54Orig,100,I,5,2.37914970129407,4.53414125466817,diff
54Orig,101,I,6,1.98416084073618,4.32110415780586,diff
54Orig,102,IV,7,2.96103943633849,4.73018499026183,diff
54Orig,103,IV,8,1.91704028621611,3.90334575598075,diff
54Orig,104,V,9,2.55014587211432,4.46899693622345,diff
54Orig,105,V,8,0.634304108108826,2.5254184950148,diff
54Orig,106,I,10,2.37944361099557,3.96155630410268,diff
54Orig,107,IV,10,3.17028974871694,3.10375760534446,diff
54Orig,108,I,9,1.25963738314811,3.54753519184788,diff
54Swap,98,IV,5,4.57038062922101,4.71141930149263,diff
54Swap,99,IV,4,2.54934905497204,4.50514328508838,diff
54Swap,100,I,5,2.37914970129407,4.53414125466817,diff
54Swap,101,I,6,1.98416084073618,4.32110415780586,diff
54Swap,102,IV,7,2.96103943633849,4.73018499026183,diff
54Swap,103,I,8,1.97542478337412,3.90334575598075,diff
54Swap,104,V,9,2.44562204365206,4.5332485962733,diff
54Swap,105,V,7,0.978512872698795,3.21250595813818,diff
54Swap,106,I,10,3.74773882048119,4.47600244988079,diff
54Swap,107,IV,6,3.39346584623836,4.86031898501154,diff
54Swap,108,I,7,2.02048303041668,4.1578674653005,diff
55Orig,110,IV,5,3.99245092972263,4.50300786586216,diff
55Orig,111,IV,5,1.69339960827206,4.18239874035582,diff
55Orig,112,vi,6,4.69465537458784,4.24653321955234,diff
55Orig,113,vi,5,1.44308818709769,3.75369987874097,diff
55Orig,114,IV,6,2.59309575216163,4.79847837488622,diff
55Orig,115,IV,7,1.77611499858238,3.77016675304467,diff
55Orig,116,V,7,1.35160236066185,3.69588594861626,diff
55Orig,117,V,6,0.73984565939985,2.91025494361007,diff
55Orig,118,VI,9,6.44006168641655,3.8757408141116,diff
55Orig,119,I,4,0.991882004056498,3.20871427681332,diff
55Orig,120,I,4,1.39283726902324,4.14225976600775,diff
55Swap,110,IV,5,3.99245092972263,4.50300786586216,diff
55Swap,111,IV,5,1.69339960827206,4.18239874035582,diff
55Swap,112,vi,6,4.69465537458784,4.24653321955234,diff
55Swap,113,vi,5,1.44308818709769,3.75369987874097,diff
55Swap,114,IV,6,2.59309575216163,4.79847837488622,diff
55Swap,115,V,7,1.83454800133789,3.77016675304467,diff
55Swap,116,V,7,1.34195077279163,3.75113306150535,diff
55Swap,117,V,5,3.95644896115158,3.50527629510782,diff
55Swap,118,VI,5,6.3224204923509,4.66916985718152,diff
55Swap,119,I,3,2.96370364765536,4.4255155136748,diff
55Swap,120,I,4,1.92612720331636,4.62015835936672,diff
56Orig,7,V,6,2.19852201888993,4.7391076175262,diff
56Orig,8,V,7,2.06627059337888,4.53276442245,diff
56Orig,9,V,8,1.42611775828484,4.06607669929513,diff
56Orig,10,V,9,1.90184317052586,4.27122674820646,diff
56Orig,11,I,10,3.64290548431833,3.61254266945119,diff
56Orig,12,I,10,1.73293072894838,3.54056853980461,diff
56Orig,13,IV,10,2.87487824518333,3.60599644419468,diff
56Orig,14,IV,10,1.17553040503242,3.54852852022544,diff
56Orig,15,I,10,2.07765959537108,4.0641811888174,diff
56Orig,16,I,10,0.958468549366926,3.2695476648381,diff
56Orig,17,V,10,2.49877520563336,4.25115697628372,diff
56Swap,7,V,6,2.19852201888993,4.7391076175262,diff
56Swap,8,V,7,2.06627059337888,4.53276442245,diff
56Swap,9,V,8,1.42611775828484,4.06607669929513,diff
56Swap,10,V,9,1.90184317052586,4.27122674820646,diff
56Swap,11,I,10,3.64290548431833,3.61254266945119,diff
56Swap,12,IV,10,1.79223201674946,3.54056853980461,diff
56Swap,13,IV,9,4.63664537889998,2.458867015605,diff
56Swap,14,IV,6,3.62545291348678,4.49208359718734,diff
56Swap,15,I,6,2.95605172323716,4.2717675055552,diff
56Swap,16,I,6,2.45349749909884,4.59800775627258,diff
56Swap,17,V,7,4.10635158000587,5.00926402095295,diff
57Orig,102,V,10,1.40488889956108,3.97140116188352,diff
57Orig,103,V,10,2.30312975280375,3.97262455095895,diff
57Orig,104,V,10,1.69089217826325,4.09417440877718,diff
57Orig,105,V,10,0.987660184059415,3.27351123914678,diff
57Orig,106,I,10,3.41455412586018,3.27351123914678,diff
57Orig,107,IV,10,1.79223201674946,3.54056853980461,diff
57Orig,108,IV,9,4.63664537889998,2.458867015605,diff
57Orig,109,IV,6,3.62545291348678,4.49208359718734,diff
57Orig,110,IV,6,4.03322969806623,4.2717675055552,diff
57Orig,111,V,5,3.95169782397305,5.03113566957539,diff
57Orig,112,V,6,1.28714796424098,3.71625824908872,diff
57Swap,102,V,10,1.40488889956108,3.97140116188352,diff
57Swap,103,V,10,2.30312975280375,3.97262455095895,diff
57Swap,104,V,10,1.69089217826325,4.09417440877718,diff
57Swap,105,V,10,0.987660184059415,3.27351123914678,diff
57Swap,106,I,10,3.41455412586018,3.27351123914678,diff
57Swap,107,I,10,1.73293072894838,3.54056853980461,diff
57Swap,108,IV,10,2.87487824518333,3.60599644419468,diff
57Swap,109,IV,10,1.17553040503242,3.54852852022544,diff
57Swap,110,IV,10,2.06805835868839,4.0641811888174,diff
57Swap,111,V,10,3.5252667670069,3.56903067996011,diff
57Swap,112,V,7,2.65458906976071,4.10660845192044,diff
58Orig,6,r,5,1.54316436706681,3.4526837861356,diff
58Orig,7,r,6,1.50612467158704,3.45600033184015,diff
58Orig,8,I,7,2.05786113384757,3.46991507286575,diff
58Orig,9,I,8,2.0691209303289,4.52617680216532,diff
58Orig,10,IV,9,3.31608269816558,4.35592001750246,diff
58Orig,11,V,8,2.82745854158488,3.84041732490346,diff
58Orig,12,vi,6,5.0826836781101,3.24778124832564,diff
58Orig,13,iii,5,4.96481131021742,3.98603260457923,diff
58Orig,14,IV,4,0.808701853541932,3.16044560124228,diff
58Orig,15,V,5,2.40378547798929,4.66454321446835,diff
58Orig,16,I,6,3.43091097771678,4.98637248115718,diff
58Swap,6,r,5,1.54316436706681,3.4526837861356,diff
58Swap,7,r,6,1.50612467158704,3.45600033184015,diff
58Swap,8,I,7,2.05786113384757,3.46991507286575,diff
58Swap,9,I,8,2.0691209303289,4.52617680216532,diff
58Swap,10,IV,9,3.31608269816558,4.35592001750246,diff
58Swap,11,IV,8,2.76479146102646,3.84041732490346,diff
58Swap,12,vi,7,5.85016321880797,3.80360571861591,diff
58Swap,13,iii,5,4.63505815308102,3.91124740601636,diff
58Swap,14,IV,4,1.12486491900305,3.73083208060232,diff
58Swap,15,V,5,3.75032081843024,4.42837955824883,diff
58Swap,16,I,5,1.91747955277006,4.4636732344295,diff
59Orig,7,I,5,1.93834380397929,3.74923797539206,diff
59Orig,8,IV,6,4.02738672389158,4.77499918767375,diff
59Orig,9,ii,6,4.72997401247172,3.87881126689056,diff
59Orig,10,ii,5,4.23596080200784,3.87568649589078,diff
59Orig,11,V,4,2.70084715244828,4.57572990243536,diff
59Orig,12,I,5,1.93834380397929,3.74923797539206,diff
59Orig,13,IV,6,4.02738672389158,4.77499918767375,diff
59Orig,14,ii,6,4.72997401247172,3.87881126689056,diff
59Orig,15,ii,5,4.23596080200784,3.87568649589078,diff
59Orig,16,V,4,2.70084715244828,4.57572990243536,diff
59Orig,17,I,5,1.93834380397929,3.74923797539206,diff
59Swap,7,I,5,1.93834380397929,3.74923797539206,diff
59Swap,8,IV,6,4.02738672389158,4.77499918767375,diff
59Swap,9,ii,6,4.72997401247172,3.87881126689056,diff
59Swap,10,ii,5,4.23596080200784,3.87568649589078,diff
59Swap,11,V,4,2.70084715244828,4.57572990243536,diff
59Swap,12,V,5,1.87246520041257,3.74923797539206,diff
59Swap,13,IV,6,3.57520107049757,3.91231386659268,diff
59Swap,14,ii,6,5.27065109478301,3.91211985051734,diff
59Swap,15,ii,4,3.82966083453715,4.49594018711598,diff
59Swap,16,V,4,3.60065601838932,4.59655327847026,diff
59Swap,17,I,4,2.1716115292669,4.03296842158264,diff
60Orig,102,I,5,1.93834380397929,3.74923797539206,diff
60Orig,103,IV,6,4.02738672389158,4.77499918767375,diff
60Orig,104,ii,6,4.72997401247172,3.87881126689056,diff
60Orig,105,ii,5,4.23596080200784,3.87568649589078,diff
60Orig,106,V,4,2.70084715244828,4.57572990243536,diff
60Orig,107,I,5,1.93834380397929,3.74923797539206,diff
60Orig,108,r,6,3.41329084959611,4.77499918767375,diff
60Orig,109,r,4,1.42317108962144,3.35026558348765,diff
60Swap,102,I,5,1.93834380397929,3.74923797539206,diff
60Swap,103,IV,6,4.02738672389158,4.77499918767375,diff
60Swap,104,ii,6,4.72997401247172,3.87881126689056,diff
60Swap,105,ii,5,4.23596080200784,3.87568649589078,diff
60Swap,106,V,4,2.70084715244828,4.57572990243536,diff
60Swap,107,V,5,1.87246520041257,3.74923797539206,diff
60Swap,108,r,6,3.78297097643705,3.91231386659268,diff
60Swap,109,r,4,1.62930576544298,3.25243162974194,diff
61Orig,14,V,10,3.39300877063845,3.27985598600083,diff
61Orig,15,V,8,1.73062503198594,3.96873187101438,diff
61Orig,16,I,7,1.77107483307519,4.13416905928579,diff
61Orig,17,I,7,1.40971435654522,4.0293683402082,diff
61Orig,18,V,8,2.1216246207888,4.50951817730383,diff
61Orig,19,I,9,1.97124787383539,3.93273554756598,diff
61Orig,20,IV,9,4.12388526115228,4.26158498937798,diff
61Orig,21,I,7,1.39911646605839,3.8387472296502,diff
61Orig,22,II,8,5.40336073173224,4.04926973876046,diff
61Orig,23,V,6,2.48703339119663,3.86023196495697,diff
61Orig,24,I,6,2.30653220130592,4.46727899454959,diff
61Swap,14,V,10,3.39300877063845,3.27985598600083,diff
61Swap,15,V,8,1.73062503198594,3.96873187101438,diff
61Swap,16,I,7,1.77107483307519,4.13416905928579,diff
61Swap,17,I,7,1.40971435654522,4.0293683402082,diff
61Swap,18,V,8,2.1216246207888,4.50951817730383,diff
61Swap,19,V,9,2.04107770468433,3.93273554756598,diff
61Swap,20,IV,9,3.72271081550435,4.58870712788849,diff
61Swap,21,I,7,3.38487313860338,2.83740380374086,diff
61Swap,22,II,7,6.57288491944723,4.2153686349935,diff
61Swap,23,V,3,3.17083086149767,4.81760552216742,diff
61Swap,24,I,4,3.06509282267414,4.93753541477091,diff
62Orig,72,V,10,3.39300877063845,3.27985598600083,diff
62Orig,73,V,8,1.73062503198594,3.96873187101438,diff
62Orig,74,I,7,1.77107483307519,4.13416905928579,diff
62Orig,75,I,7,1.40971435654522,4.0293683402082,diff
62Orig,76,V,8,2.1216246207888,4.50951817730383,diff
62Orig,77,I,9,1.97124787383539,3.93273554756598,diff
62Orig,78,I,9,2.52432388433463,4.26158498937798,diff
62Orig,79,I,7,0.270244693380988,1.4400256461393,diff
62Orig,80,V,10,3.39300877063845,3.27985598600083,diff
62Orig,81,V,8,1.73062503198594,3.96873187101438,diff
62Orig,82,I,7,1.77107483307519,4.13416905928579,diff
62Swap,72,V,10,3.39300877063845,3.27985598600083,diff
62Swap,73,V,8,1.73062503198594,3.96873187101438,diff
62Swap,74,I,7,1.77107483307519,4.13416905928579,diff
62Swap,75,I,7,1.40971435654522,4.0293683402082,diff
62Swap,76,V,8,2.1216246207888,4.50951817730383,diff
62Swap,77,V,9,2.04107770468433,3.93273554756598,diff
62Swap,78,I,9,2.93685064290936,4.58870712788849,diff
62Swap,79,I,9,0.747850905166686,2.951074007046,diff
62Swap,80,V,10,2.35813311626903,4.68574979448252,diff
62Swap,81,V,10,0.721371280530025,2.76377222347876,diff
62Swap,82,I,10,1.81467101843344,4.09230896773619,diff
63Orig,80,V,10,3.39300877063845,3.27985598600083,diff
63Orig,81,V,8,1.73062503198594,3.96873187101438,diff
63Orig,82,I,7,1.77107483307519,4.13416905928579,diff
63Orig,83,I,7,1.40971435654522,4.0293683402082,diff
63Orig,84,V,8,2.1216246207888,4.50951817730383,diff
63Orig,85,I,9,1.97124787383539,3.93273554756598,diff
63Orig,86,r,9,3.65698548709158,4.26158498937798,diff
63Orig,87,r,4,0.360189035963805,1.62459045146199,diff
63Swap,80,V,10,3.39300877063845,3.27985598600083,diff
63Swap,81,V,8,1.73062503198594,3.96873187101438,diff
63Swap,82,I,7,1.77107483307519,4.13416905928579,diff
63Swap,83,I,7,1.40971435654522,4.0293683402082,diff
63Swap,84,V,8,2.1216246207888,4.50951817730383,diff
63Swap,85,V,9,2.04107770468433,3.93273554756598,diff
63Swap,86,r,9,3.42414387385157,4.58870712788849,diff
63Swap,87,r,5,0.811843252968976,2.47769630285347,diff
64Orig,42,I,7,2.63560760432948,3.59163041626465,diff
64Orig,43,I,7,3.32072203084343,5.06850374497079,diff
64Orig,44,IV,8,2.85796197172498,4.74459299798094,diff
64Orig,45,V,9,1.64132855278501,4.07088278421341,diff
64Orig,46,V,10,4.52876011781647,2.12981082066008,diff
