Seq,Row,Symbol,Order,IC,Entropy,Function
85Orig,52,V,10,3.39300877063845,3.27985598600083,diff
85Orig,53,V,8,1.73062503198594,3.96873187101438,diff
85Orig,54,I,7,1.77107483307519,4.13416905928579,diff
85Swap,44,V,10,4.72855607250612,4.21044302939859,diff
85Swap,45,V,7,1.10173070223499,3.50072245848389,diff
85Swap,46,I,8,2.72136400693507,4.55005814220107,diff
85Swap,47,I,9,1.56679122782503,4.03017231517549,diff
85Swap,48,V,10,3.73732581705366,3.9859305285304,diff
85Swap,49,IV,9,2.98074059987439,3.88538978449738,diff
85Swap,50,I,6,1.79251791727086,4.25200006043606,diff
85Swap,51,I,6,1.48717619355153,4.01609552848346,diff
85Swap,52,V,8,3.0556572605358,4.34937367567146,diff
85Swap,53,V,8,3.1705496820661,3.93936288552482,diff
85Swap,54,I,6,4.11644976332076,3.49370801998689,diff
86Orig,85,I,6,3.83475512851749,3.11582731846393,diff
86Orig,86,I,6,2.48140730589545,3.84373801071349,diff
86Orig,87,IV,6,3.95357201374448,4.7112521336879,diff
86Orig,88,IV,6,1.96378134153765,4.59235111738148,diff
86Orig,89,IV,7,4.0590654546973,4.79406807615732,diff
86Orig,90,IV,7,1.91080795727852,3.87461470248122,diff
86Orig,91,V,8,3.39303965316317,4.75205590525695,diff
86Orig,92,V,7,0.442218601303037,2.12644945730616,diff
86Orig,93,V,9,2.9945385444114,3.7296905958089,diff
86Orig,94,V,6,0.29410221157261,1.58462808013696,diff
86Orig,95,I,10,3.50467290004221,4.55065314368592,diff
86Swap,85,I,6,3.83475512851749,3.11582731846393,diff
86Swap,86,I,6,2.48140730589545,3.84373801071349,diff
86Swap,87,IV,6,3.95357201374448,4.7112521336879,diff
86Swap,88,IV,6,1.96378134153765,4.59235111738148,diff
86Swap,89,IV,7,4.0590654546973,4.79406807615732,diff
86Swap,90,I,7,2.009511242926,3.87461470248122,diff
86Swap,91,V,7,4.67301711039666,1.8732926823394,diff
86Swap,92,V,7,3.95788486534712,4.55010749683748,diff
86Swap,93,V,6,3.2506772207537,4.10923562017209,diff
86Swap,94,V,6,2.83235371438807,4.32328069291642,diff
86Swap,95,I,6,3.09185915048375,4.84338710508152,diff
87Orig,12,I,8,2.57634356071541,4.10188807559156,diff
87Orig,13,I,8,1.08017174378825,3.46548319987971,diff
87Orig,14,IV,9,3.10160083404818,4.42131712569432,diff
87Orig,15,IV,9,1.2234508691111,3.74492966320421,diff
87Orig,16,IV,10,4.07169766820811,4.40089322498687,diff
87Orig,17,I,9,2.009511242926,3.87461470248122,diff
87Orig,18,I,7,0.589499737172216,2.49808609180005,diff
87Orig,19,V,10,4.47950321172286,4.58803913992941,diff
87Orig,20,I,6,3.43948202581915,4.40765050931184,diff
87Orig,21,I,6,2.96330499025189,4.87434542075572,diff
87Orig,22,I,7,3.09082572540229,4.38912407510467,diff
87Swap,12,I,8,2.57634356071541,4.10188807559156,diff
87Swap,13,I,8,1.08017174378825,3.46548319987971,diff
87Swap,14,IV,9,3.10160083404818,4.42131712569432,diff
87Swap,15,IV,9,1.2234508691111,3.74492966320421,diff
87Swap,16,IV,10,4.07169766820811,4.40089322498687,diff
87Swap,17,IV,9,1.91080795727852,3.87461470248122,diff
87Swap,18,I,10,3.41226982270609,4.28035011181209,diff
87Swap,19,V,9,4.16708115979732,4.34059080262366,diff
87Swap,20,I,7,4.65397791302829,2.62952876846121,diff
87Swap,21,I,6,2.96786340611819,4.94245955931721,diff
87Swap,22,I,7,2.55847593709167,4.49435351381646,diff
88Orig,4,r,3,1.6022756991941,3.4971799084565,diff
88Orig,5,r,4,1.61932294839933,3.52808904205392,diff
88Orig,6,I,5,2.05954706400168,3.45334700564947,diff
88Orig,7,V,6,3.8493441435778,4.43185729220439,diff
88Orig,8,IV,5,2.85690676608309,3.70552560602808,diff
88Orig,9,V,5,1.90211287739979,3.93423767636904,diff
88Orig,10,I,6,1.14124757904305,3.56510232097417,diff
88Orig,11,V,7,1.47829514721962,4.18220115513626,diff
88Orig,12,IV,7,1.20827394270153,3.64048660470202,diff
88Orig,13,V,8,0.981211671187917,3.29119736569324,diff
88Orig,14,I,9,0.874940027556812,3.12421426474478,diff
88Swap,4,r,3,1.6022756991941,3.4971799084565,diff
88Swap,5,r,4,1.61932294839933,3.52808904205392,diff
88Swap,6,I,5,2.05954706400168,3.45334700564947,diff
88Swap,7,V,6,3.8493441435778,4.43185729220439,diff
88Swap,8,IV,5,2.85690676608309,3.70552560602808,diff
88Swap,9,I,5,2.00135971092261,3.93423767636904,diff
88Swap,10,I,6,1.48231558422218,3.59259845612329,diff
88Swap,11,V,6,3.81761186940521,4.6786615173304,diff
88Swap,12,IV,6,2.3884111501135,4.34820036783935,diff
88Swap,13,V,7,3.59202892051873,4.0960460452408,diff
88Swap,14,I,6,2.52511844025115,4.41167134677866,diff
